code,title,description,parent_code,attributes_json
SA-17.1,Formal Policy Model,"Require the developer of the system, system component, or system service to: Produce, as an integral part of the development process, a formal policy model describing the organization-defined elements of organizational security and privacy policy to be enforced; and Prove that the formal policy model is internally consistent and sufficient to enforce the defined elements of the organizational security and privacy policy when implemented.",SA-17,"{""baselines"": [], ""is_requirement"": true}"
SA-17.2,Security-relevant Components,"Require the developer of the system, system component, or system service to: Define security-relevant hardware, software, and firmware; and Provide a rationale that the definition for security-relevant hardware, software, and firmware is complete.",SA-17,"{""baselines"": [], ""is_requirement"": true}"
SA-17.3,Formal Correspondence,"Require the developer of the system, system component, or system service to: Produce, as an integral part of the development process, a formal top-level specification that specifies the interfaces to security-relevant hardware, software, and firmware in terms of exceptions, error messages, and effects; Show via proof to the extent feasible with additional informal demonstration as necessary, that the formal top-level specification is consistent with the formal policy model; Show via informal demonstration, that the formal top-level specification completely covers the interfaces to security-relevant hardware, software, and firmware; Show that the formal top-level specification is an accurate description of the implemented security-relevant hardware, software, and firmware; and Describe the security-relevant hardware, software, and firmware mechanisms not addressed in the formal top-level specification but strictly internal to the security-relevant hardware, software, and firmware.",SA-17,"{""baselines"": [], ""is_requirement"": true}"
SA-17.4,Informal Correspondence,"Require the developer of the system, system component, or system service to: Produce, as an integral part of the development process, an informal descriptive top-level specification that specifies the interfaces to security-relevant hardware, software, and firmware in terms of exceptions, error messages, and effects; Show via one or more of informal demonstration, convincing argument with formal methods as feasible that the descriptive top-level specification is consistent with the formal policy model; Show via informal demonstration, that the descriptive top-level specification completely covers the interfaces to security-relevant hardware, software, and firmware; Show that the descriptive top-level specification is an accurate description of the interfaces to security-relevant hardware, software, and firmware; and Describe the security-relevant hardware, software, and firmware mechanisms not addressed in the descriptive top-level specification but strictly internal to the security-relevant hardware, software, and firmware.",SA-17,"{""baselines"": [], ""is_requirement"": true}"
SA-17.5,Conceptually Simple Design,"Require the developer of the system, system component, or system service to: Design and structure the security-relevant hardware, software, and firmware to use a complete, conceptually simple protection mechanism with precisely defined semantics; and Internally structure the security-relevant hardware, software, and firmware with specific regard for this mechanism.",SA-17,"{""baselines"": [], ""is_requirement"": true}"
SA-17.6,Structure for Testing,"Require the developer of the system, system component, or system service to structure security-relevant hardware, software, and firmware to facilitate testing.",SA-17,"{""baselines"": [], ""is_requirement"": true}"
SA-17.7,Structure for Least Privilege,"Require the developer of the system, system component, or system service to structure security-relevant hardware, software, and firmware to facilitate controlling access with least privilege.",SA-17,"{""baselines"": [], ""is_requirement"": true}"
SA-17.8,Orchestration,Design critical systems with coordinated behavior to implement the following capabilities: capabilities.,SA-17,"{""baselines"": [], ""is_requirement"": true}"
SA-17.9,Design Diversity,Use different designs for critical systems to satisfy a common set of requirements or to provide equivalent functionality.,SA-17,"{""baselines"": [], ""is_requirement"": true}"
SA-20,Customized Development of Critical Components,Reimplement or custom develop the following critical system components: critical system.,SA,"{""baselines"": [], ""is_requirement"": true}"
SA-21,Developer Screening,"Require that the developer of system, systems component, or system service: Has appropriate access authorizations as determined by assigned official government duties ; and Satisfies the following additional personnel screening criteria: additional personnel screening criteria.",SA,"{""baselines"": [""high""], ""is_requirement"": true}"
SA-22,Unsupported System Components,"Replace system components when support for the components is no longer available from the developer, vendor, or manufacturer; or Provide the following options for alternative sources for continued support for unsupported components one or more of in-house support, support from external providers.",SA,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
SA-23,Specialization,"Employ one or more of design modification, augmentation, reconfiguration on systems or system components supporting mission essential services or functions to increase the trustworthiness in those systems or components.",SA,"{""baselines"": [], ""is_requirement"": true}"
SA-24,Design For Cyber Resiliency,"Design organizational systems, system components, or system services to achieve cyber resiliency by: Defining the following cyber resiliency goals: cyber resiliency goals. Defining the following cyber resiliency objectives: cyber resiliency objectives. Defining the following cyber resiliency techniques: cyber resiliency techniques. Defining the following cyber resiliency implementation approaches: cyber resiliency implementation approaches. Defining the following cyber resiliency design principles: cyber resiliency design principles. Implement the selected cyber resiliency goals, objectives, techniques, implementation approaches, and design principles as part of an organizational risk management process or systems security engineering process.",SA,"{""baselines"": [], ""is_requirement"": true}"
SC-1,Policy and Procedures,"Develop, document, and disseminate to organization-defined personnel or roles: one or more of organization-level, mission/business-process-level, system-level system and communications protection policy that: Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and Procedures to facilitate the implementation of the system and communications protection policy and the associated system and communications protection controls; Designate an official to manage the development, documentation, and dissemination of the system and communications protection policy and procedures; and Review and update the current system and communications protection: Policy frequency and following events ; and Procedures frequency and following events.",SC,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
SC-2,Separation of System and User Functionality,"Separate user functionality, including user interface services, from system management functionality.",SC,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
SC-2.1,Interfaces for Non-privileged Users,Prevent the presentation of system management functionality at interfaces to non-privileged users.,SC-2,"{""baselines"": [], ""is_requirement"": true}"
SC-2.2,Disassociability,Store state information from applications and software separately.,SC-2,"{""baselines"": [], ""is_requirement"": true}"
SC-3,Security Function Isolation,Isolate security functions from nonsecurity functions.,SC,"{""baselines"": [""high""], ""is_requirement"": true}"
SC-3.1,Hardware Separation,Employ hardware separation mechanisms to implement security function isolation.,SC-3,"{""baselines"": [], ""is_requirement"": true}"
SC-3.2,Access and Flow Control Functions,Isolate security functions enforcing access and information flow control from nonsecurity functions and from other security functions.,SC-3,"{""baselines"": [], ""is_requirement"": true}"
SC-3.3,Minimize Nonsecurity Functionality,Minimize the number of nonsecurity functions included within the isolation boundary containing security functions.,SC-3,"{""baselines"": [], ""is_requirement"": true}"
SC-3.4,Module Coupling and Cohesiveness,Implement security functions as largely independent modules that maximize internal cohesiveness within modules and minimize coupling between modules.,SC-3,"{""baselines"": [], ""is_requirement"": true}"
SC-3.5,Layered Structures,Implement security functions as a layered structure minimizing interactions between layers of the design and avoiding any dependence by lower layers on the functionality or correctness of higher layers.,SC-3,"{""baselines"": [], ""is_requirement"": true}"
SC-4,Information in Shared System Resources,Prevent unauthorized and unintended information transfer via shared system resources.,SC,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
SC-4.2,Multilevel or Periods Processing,Prevent unauthorized information transfer via shared resources in accordance with procedures when system processing explicitly switches between different information classification levels or security categories.,SC-4,"{""baselines"": [], ""is_requirement"": true}"
SC-5,Denial-of-service Protection,"one or more of protect against, limit the effects of the following types of denial-of-service events: types of denial-of-service events ; and Employ the following controls to achieve the denial-of-service objective: controls by type of denial-of-service event.",SC,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
SC-5.1,Restrict Ability to Attack Other Systems,Restrict the ability of individuals to launch the following denial-of-service attacks against other systems: denial-of-service attacks.,SC-5,"{""baselines"": [], ""is_requirement"": true}"
SC-5.2,"Capacity, Bandwidth, and Redundancy","Manage capacity, bandwidth, or other redundancy to limit the effects of information flooding denial-of-service attacks.",SC-5,"{""baselines"": [], ""is_requirement"": true}"
SC-5.3,Detection and Monitoring,"Employ the following monitoring tools to detect indicators of denial-of-service attacks against, or launched from, the system: monitoring tools ; and Monitor the following system resources to determine if sufficient resources exist to prevent effective denial-of-service attacks: system resources.",SC-5,"{""baselines"": [], ""is_requirement"": true}"
SC-6,Resource Availability,"Protect the availability of resources by allocating resources by one or more of priority, quota, controls.",SC,"{""baselines"": [], ""is_requirement"": true}"
SC-7,Boundary Protection,"Monitor and control communications at the external managed interfaces to the system and at key internal managed interfaces within the system; Implement subnetworks for publicly accessible system components that are one or more of physically, logically separated from internal organizational networks; and Connect to external networks or systems only through managed interfaces consisting of boundary protection devices arranged in accordance with an organizational security and privacy architecture.",SC,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
SC-7.3,Access Points,Limit the number of external network connections to the system.,SC-7,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
SC-7.4,External Telecommunications Services,Implement a managed interface for each external telecommunication service; Establish a traffic flow policy for each managed interface; Protect the confidentiality and integrity of the information being transmitted across each interface; Document each exception to the traffic flow policy with a supporting mission or business need and duration of that need; Review exceptions to the traffic flow policy frequency and remove exceptions that are no longer supported by an explicit mission or business need; Prevent unauthorized exchange of control plane traffic with external networks; Publish information to enable remote networks to detect unauthorized control plane traffic from internal networks; and Filter unauthorized control plane traffic from external networks.,SC-7,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
SC-7.5,Deny by Default — Allow by Exception,"Deny network communications traffic by default and allow network communications traffic by exception one or more of at managed interfaces, for systems.",SC-7,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
SC-7.7,Split Tunneling for Remote Devices,Prevent split tunneling for remote devices connecting to organizational systems unless the split tunnel is securely provisioned using safeguards.,SC-7,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
SC-7.8,Route Traffic to Authenticated Proxy Servers,Route internal communications traffic to external networks through authenticated proxy servers at managed interfaces.,SC-7,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
SC-7.9,Restrict Threatening Outgoing Communications Traffic,Detect and deny outgoing communications traffic posing a threat to external systems; and Audit the identity of internal users associated with denied communications.,SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.10,Prevent Exfiltration,Prevent the exfiltration of information; and Conduct exfiltration tests frequency.,SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.11,Restrict Incoming Communications Traffic,Only allow incoming communications from authorized sources to be routed to authorized destinations.,SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.12,Host-based Protection,Implement host-based boundary protection mechanisms at system components.,SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.13,"Isolation of Security Tools, Mechanisms, and Support Components","Isolate information security tools, mechanisms, and support components from other internal system components by implementing physically separate subnetworks with managed interfaces to other components of the system.",SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.14,Protect Against Unauthorized Physical Connections,Protect against unauthorized physical connections at managed interfaces.,SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.15,Networked Privileged Accesses,"Route networked, privileged accesses through a dedicated, managed interface for purposes of access control and auditing.",SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.16,Prevent Discovery of System Components,Prevent the discovery of specific system components that represent a managed interface.,SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.17,Automated Enforcement of Protocol Formats,Enforce adherence to protocol formats.,SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.18,Fail Secure,Prevent systems from entering unsecure states in the event of an operational failure of a boundary protection device.,SC-7,"{""baselines"": [""high""], ""is_requirement"": true}"
SC-7.19,Block Communication from Non-organizationally Configured Hosts,Block inbound and outbound communications traffic between communication clients that are independently configured by end users and external service providers.,SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.20,Dynamic Isolation and Segregation,Provide the capability to dynamically isolate system components from other system components.,SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.21,Isolation of System Components,Employ boundary protection mechanisms to isolate system components supporting missions and/or business functions.,SC-7,"{""baselines"": [""high""], ""is_requirement"": true}"
SC-7.22,Separate Subnets for Connecting to Different Security Domains,Implement separate network addresses to connect to systems in different security domains.,SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.23,Disable Sender Feedback on Protocol Validation Failure,Disable feedback to senders on protocol format validation failure.,SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.24,Personally Identifiable Information,For systems that process personally identifiable information: Apply the following processing rules to data elements of personally identifiable information: processing rules; Monitor for permitted processing at the external interfaces to the system and at key internal boundaries within the system; Document each processing exception; and Review and remove exceptions that are no longer supported.,SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.25,Unclassified National Security System Connections,Prohibit the direct connection of unclassified national security system to an external network without the use of boundary protection device.,SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.26,Classified National Security System Connections,Prohibit the direct connection of a classified national security system to an external network without the use of boundary protection device.,SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.27,Unclassified Non-national Security System Connections,"Prohibit the direct connection of unclassified, non-national security system to an external network without the use of boundary protection device.",SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.28,Connections to Public Networks,Prohibit the direct connection of system to a public network.,SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-7.29,Separate Subnets to Isolate Functions,"Implement one or more of physically, logically separate subnetworks to isolate the following critical system components and functions: critical system components and functions.",SC-7,"{""baselines"": [], ""is_requirement"": true}"
SC-8,Transmission Confidentiality and Integrity,"Protect the one or more of confidentiality, integrity of transmitted information.",SC,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
SC-8.1,Cryptographic Protection,"Implement cryptographic mechanisms to one or more of prevent unauthorized disclosure of information, detect changes to information during transmission.",SC-8,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
SC-8.2,Pre- and Post-transmission Handling,"Maintain the one or more of confidentiality, integrity of information during preparation for transmission and during reception.",SC-8,"{""baselines"": [], ""is_requirement"": true}"
SC-8.3,Cryptographic Protection for Message Externals,Implement cryptographic mechanisms to protect message externals unless otherwise protected by alternative physical controls.,SC-8,"{""baselines"": [], ""is_requirement"": true}"
SC-8.4,Conceal or Randomize Communications,Implement cryptographic mechanisms to conceal or randomize communication patterns unless otherwise protected by alternative physical controls.,SC-8,"{""baselines"": [], ""is_requirement"": true}"
SC-8.5,Protected Distribution System,"Implement protected distribution system to one or more of prevent unauthorized disclosure of information, detect changes to information during transmission.",SC-8,"{""baselines"": [], ""is_requirement"": true}"
SC-10,Network Disconnect,Terminate the network connection associated with a communications session at the end of the session or after time period of inactivity.,SC,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
SC-11,Trusted Path,"Provide a one or more of physically, logically isolated trusted communications path for communications between the user and the trusted components of the system; and Permit users to invoke the trusted communications path for communications between the user and the following security functions of the system, including at a minimum, authentication and re-authentication: security functions.",SC,"{""baselines"": [], ""is_requirement"": true}"
SC-11.1,Irrefutable Communications Path,Provide a trusted communications path that is irrefutably distinguishable from other communications paths; and Initiate the trusted communications path for communications between the security functions of the system and the user.,SC-11,"{""baselines"": [], ""is_requirement"": true}"
SC-12,Cryptographic Key Establishment and Management,Establish and manage cryptographic keys when cryptography is employed within the system in accordance with the following key management requirements: requirements.,SC,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
SC-12.1,Availability,Maintain availability of information in the event of the loss of cryptographic keys by users.,SC-12,"{""baselines"": [""high""], ""is_requirement"": true}"
SC-12.2,Symmetric Keys,"Produce, control, and distribute symmetric cryptographic keys using one or more of NIST FIPS-validated, NSA-approved key management technology and processes.",SC-12,"{""baselines"": [], ""is_requirement"": true}"
SC-12.3,Asymmetric Keys,"Produce, control, and distribute asymmetric cryptographic keys using one or more of NSA-approved key management technology and processes, prepositioned keying material, DoD-approved or DoD-issued Medium Assurance PKI certificates, DoD-approved or DoD-issued Medium Hardware Assurance PKI certificates and hardware security tokens that protect the user’s private key, certificates issued in accordance with organization-defined requirements.",SC-12,"{""baselines"": [], ""is_requirement"": true}"
SC-12.6,Physical Control of Keys,Maintain physical control of cryptographic keys when stored information is encrypted by external service providers.,SC-12,"{""baselines"": [], ""is_requirement"": true}"
SC-13,Cryptographic Protection,Determine the cryptographic uses ; and Implement the following types of cryptography required for each specified cryptographic use: types of cryptography.,SC,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
SC-15,Collaborative Computing Devices and Applications,Prohibit remote activation of collaborative computing devices and applications with the following exceptions: exceptions where remote activation is to be allowed ; and Provide an explicit indication of use to users physically present at the devices.,SC,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
SC-15.1,Physical or Logical Disconnect,"Provide one or more of physical, logical disconnect of collaborative computing devices in a manner that supports ease of use.",SC-15,"{""baselines"": [], ""is_requirement"": true}"
SC-15.3,Disabling and Removal in Secure Work Areas,Disable or remove collaborative computing devices and applications from systems or system components in secure work areas.,SC-15,"{""baselines"": [], ""is_requirement"": true}"
SC-15.4,Explicitly Indicate Current Participants,Provide an explicit indication of current participants in online meetings and teleconferences.,SC-15,"{""baselines"": [], ""is_requirement"": true}"
SC-16,Transmission of Security and Privacy Attributes,Associate organization-defined security and privacy attributes with information exchanged between systems and between system components.,SC,"{""baselines"": [], ""is_requirement"": true}"
SC-16.1,Integrity Verification,Verify the integrity of transmitted security and privacy attributes.,SC-16,"{""baselines"": [], ""is_requirement"": true}"
SC-16.2,Anti-spoofing Mechanisms,Implement anti-spoofing mechanisms to prevent adversaries from falsifying the security attributes indicating the successful application of the security process.,SC-16,"{""baselines"": [], ""is_requirement"": true}"
SC-16.3,Cryptographic Binding,Implement mechanisms or techniques to bind security and privacy attributes to transmitted information.,SC-16,"{""baselines"": [], ""is_requirement"": true}"
SC-17,Public Key Infrastructure Certificates,Issue public key certificates under an certificate policy or obtain public key certificates from an approved service provider; and Include only approved trust anchors in trust stores or certificate stores managed by the organization.,SC,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
SC-18,Mobile Code,"Define acceptable and unacceptable mobile code and mobile code technologies; and Authorize, monitor, and control the use of mobile code within the system.",SC,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
SC-18.1,Identify Unacceptable Code and Take Corrective Actions,Identify unacceptable mobile code and take corrective actions.,SC-18,"{""baselines"": [], ""is_requirement"": true}"
SC-18.2,"Acquisition, Development, and Use","Verify that the acquisition, development, and use of mobile code to be deployed in the system meets mobile code requirements.",SC-18,"{""baselines"": [], ""is_requirement"": true}"
SC-18.3,Prevent Downloading and Execution,Prevent the download and execution of unacceptable mobile code.,SC-18,"{""baselines"": [], ""is_requirement"": true}"
SC-18.4,Prevent Automatic Execution,Prevent the automatic execution of mobile code in software applications and enforce actions prior to executing the code.,SC-18,"{""baselines"": [], ""is_requirement"": true}"
SC-18.5,Allow Execution Only in Confined Environments,Allow execution of permitted mobile code only in confined virtual machine environments.,SC-18,"{""baselines"": [], ""is_requirement"": true}"
SC-20,Secure Name/Address Resolution Service (Authoritative Source),"Provide additional data origin authentication and integrity verification artifacts along with the authoritative name resolution data the system returns in response to external name/address resolution queries; and Provide the means to indicate the security status of child zones and (if the child supports secure resolution services) to enable verification of a chain of trust among parent and child domains, when operating as part of a distributed, hierarchical namespace.",SC,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
SC-20.2,Data Origin and Integrity,Provide data origin and integrity protection artifacts for internal name/address resolution queries.,SC-20,"{""baselines"": [], ""is_requirement"": true}"
SC-21,Secure Name/Address Resolution Service (Recursive or Caching Resolver),Request and perform data origin authentication and data integrity verification on the name/address resolution responses the system receives from authoritative sources.,SC,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
SC-22,Architecture and Provisioning for Name/Address Resolution Service,Ensure the systems that collectively provide name/address resolution service for an organization are fault-tolerant and implement internal and external role separation.,SC,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
SC-23,Session Authenticity,Protect the authenticity of communications sessions.,SC,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
SC-23.1,Invalidate Session Identifiers at Logout,Invalidate session identifiers upon user logout or other session termination.,SC-23,"{""baselines"": [], ""is_requirement"": true}"
SC-23.3,Unique System-generated Session Identifiers,Generate a unique session identifier for each session with randomness requirements and recognize only session identifiers that are system-generated.,SC-23,"{""baselines"": [], ""is_requirement"": true}"
SC-23.5,Allowed Certificate Authorities,Only allow the use of certificated authorities for verification of the establishment of protected sessions.,SC-23,"{""baselines"": [], ""is_requirement"": true}"
SC-24,Fail in Known State,Fail to a known system state for the following failures on the indicated components while preserving system state information in failure: types of system failures on system components.,SC,"{""baselines"": [""high""], ""is_requirement"": true}"
SC-25,Thin Nodes,Employ minimal functionality and information storage on the following system components: system components.,SC,"{""baselines"": [], ""is_requirement"": true}"
SC-26,Decoys,"Include components within organizational systems specifically designed to be the target of malicious attacks for detecting, deflecting, and analyzing such attacks.",SC,"{""baselines"": [], ""is_requirement"": true}"
SC-27,Platform-independent Applications,Include within organizational systems the following platform independent applications: platform-independent applications.,SC,"{""baselines"": [], ""is_requirement"": true}"
SC-28,Protection of Information at Rest,"Protect the one or more of confidentiality, integrity of the following information at rest: information at rest.",SC,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
SC-28.1,Cryptographic Protection,Implement cryptographic mechanisms to prevent unauthorized disclosure and modification of the following information at rest on system components or media: information.,SC-28,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
SC-28.2,Offline Storage,Remove the following information from online storage and store offline in a secure location: information.,SC-28,"{""baselines"": [], ""is_requirement"": true}"
SC-28.3,Cryptographic Keys,"Provide protected storage for cryptographic keys one or more of safeguards, hardware-protected key store.",SC-28,"{""baselines"": [], ""is_requirement"": true}"
SC-29,Heterogeneity,Employ a diverse set of information technologies for the following system components in the implementation of the system: system components.,SC,"{""baselines"": [], ""is_requirement"": true}"
SC-29.1,Virtualization Techniques,Employ virtualization techniques to support the deployment of a diversity of operating systems and applications that are changed frequency.,SC-29,"{""baselines"": [], ""is_requirement"": true}"
SC-30,Concealment and Misdirection,Employ the following concealment and misdirection techniques for systems at time periods to confuse and mislead adversaries: concealment and misdirection techniques.,SC,"{""baselines"": [], ""is_requirement"": true}"
SC-30.2,Randomness,Employ techniques to introduce randomness into organizational operations and assets.,SC-30,"{""baselines"": [], ""is_requirement"": true}"
SC-30.3,Change Processing and Storage Locations,"Change the location of processing and/or storage one or more of time frequency, random time intervals].",SC-30,"{""baselines"": [], ""is_requirement"": true}"
SC-30.4,Misleading Information,"Employ realistic, but misleading information in system components about its security state or posture.",SC-30,"{""baselines"": [], ""is_requirement"": true}"
SC-30.5,Concealment of System Components,Employ the following techniques to hide or conceal system components: techniques.,SC-30,"{""baselines"": [], ""is_requirement"": true}"
SC-31,Covert Channel Analysis,"Perform a covert channel analysis to identify those aspects of communications within the system that are potential avenues for covert one or more of storage, timing channels; and Estimate the maximum bandwidth of those channels.",SC,"{""baselines"": [], ""is_requirement"": true}"
SC-31.1,Test Covert Channels for Exploitability,Test a subset of the identified covert channels to determine the channels that are exploitable.,SC-31,"{""baselines"": [], ""is_requirement"": true}"
SC-31.2,Maximum Bandwidth,"Reduce the maximum bandwidth for identified covert one or more of storage, timing channels to values.",SC-31,"{""baselines"": [], ""is_requirement"": true}"
SC-31.3,Measure Bandwidth in Operational Environments,Measure the bandwidth of subset of identified covert channels in the operational environment of the system.,SC-31,"{""baselines"": [], ""is_requirement"": true}"
SC-32,System Partitioning,"Partition the system into system components residing in separate one or more of physical, logical domains or environments based on circumstances for the physical or logical separation of components.",SC,"{""baselines"": [], ""is_requirement"": true}"
SC-32.1,Separate Physical Domains for Privileged Functions,Partition privileged functions into separate physical domains.,SC-32,"{""baselines"": [], ""is_requirement"": true}"
SC-34,Non-modifiable Executable Programs,"For system components , load and execute: The operating environment from hardware-enforced, read-only media; and The following applications from hardware-enforced, read-only media: applications.",SC,"{""baselines"": [], ""is_requirement"": true}"
SC-34.1,No Writable Storage,Employ system components with no writeable storage that is persistent across component restart or power on/off.,SC-34,"{""baselines"": [], ""is_requirement"": true}"
SC-34.2,Integrity Protection on Read-only Media,Protect the integrity of information prior to storage on read-only media and control the media after such information has been recorded onto the media.,SC-34,"{""baselines"": [], ""is_requirement"": true}"
SC-35,External Malicious Code Identification,Include system components that proactively seek to identify network-based malicious code or malicious websites.,SC,"{""baselines"": [], ""is_requirement"": true}"
SC-36,Distributed Processing and Storage,"Distribute the following processing and storage components across multiple one or more of physical locations, logical domains: organization-defined processing and storage components.",SC,"{""baselines"": [], ""is_requirement"": true}"
SC-36.1,Polling Techniques,"Employ polling techniques to identify potential faults, errors, or compromises to the following processing and storage components: distributed processing and storage components ; and Take the following actions in response to identified faults, errors, or compromises: actions.",SC-36,"{""baselines"": [], ""is_requirement"": true}"
SC-36.2,Synchronization,Synchronize the following duplicate systems or system components: duplicate systems or system components.,SC-36,"{""baselines"": [], ""is_requirement"": true}"
SC-37,Out-of-band Channels,"Employ the following out-of-band channels for the physical delivery or electronic transmission of information, system components, or devices to individuals or systems: out-of-band channels.",SC,"{""baselines"": [], ""is_requirement"": true}"
SC-37.1,Ensure Delivery and Transmission,"Employ controls to ensure that only individuals or systems receive the following information, system components, or devices: information, system components, or devices.",SC-37,"{""baselines"": [], ""is_requirement"": true}"
SC-38,Operations Security,Employ the following operations security controls to protect key organizational information throughout the system development life cycle: operations security controls.,SC,"{""baselines"": [], ""is_requirement"": true}"
SC-39,Process Isolation,Maintain a separate execution domain for each executing system process.,SC,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
SC-39.1,Hardware Separation,Implement hardware separation mechanisms to facilitate process isolation.,SC-39,"{""baselines"": [], ""is_requirement"": true}"
SC-39.2,Separate Execution Domain Per Thread,Maintain a separate execution domain for each thread in multi-threaded processing.,SC-39,"{""baselines"": [], ""is_requirement"": true}"
SC-40,Wireless Link Protection,Protect external and internal organization-defined wireless links from the following signal parameter attacks: organization-defined types of signal parameter attacks or references to sources for such attacks.,SC,"{""baselines"": [], ""is_requirement"": true}"
SC-40.1,Electromagnetic Interference,Implement cryptographic mechanisms that achieve level of protection against the effects of intentional electromagnetic interference.,SC-40,"{""baselines"": [], ""is_requirement"": true}"
SC-40.2,Reduce Detection Potential,Implement cryptographic mechanisms to reduce the detection potential of wireless links to level of reduction.,SC-40,"{""baselines"": [], ""is_requirement"": true}"
SC-40.3,Imitative or Manipulative Communications Deception,Implement cryptographic mechanisms to identify and reject wireless transmissions that are deliberate attempts to achieve imitative or manipulative communications deception based on signal parameters.,SC-40,"{""baselines"": [], ""is_requirement"": true}"
SC-40.4,Signal Parameter Identification,Implement cryptographic mechanisms to prevent the identification of wireless transmitters by using the transmitter signal parameters.,SC-40,"{""baselines"": [], ""is_requirement"": true}"
SC-41,Port and I/O Device Access,"one or more of physically, logically disable or remove connection ports or input/output devices on the following systems or system components: systems or system components.",SC,"{""baselines"": [], ""is_requirement"": true}"
SC-42,Sensor Capability and Data,"Prohibit one or more of the use of devices possessing environmental sensing capabilities in facilities, areas, or systems, the remote activation of environmental sensing capabilities on organizational systems or system components with the following exceptions: exceptions where remote activation of sensors is allowed ; and Provide an explicit indication of sensor use to group of users.",SC,"{""baselines"": [], ""is_requirement"": true}"
SC-42.1,Reporting to Authorized Individuals or Roles,Verify that the system is configured so that data or information collected by the sensors is only reported to authorized individuals or roles.,SC-42,"{""baselines"": [], ""is_requirement"": true}"
SC-42.2,Authorized Use,Employ the following measures so that data or information collected by organization-defined value is only used for authorized purposes: measures.,SC-42,"{""baselines"": [], ""is_requirement"": true}"
SC-42.4,Notice of Collection,Employ the following measures to facilitate an individual’s awareness that personally identifiable information is being collected by sensors: measures.,SC-42,"{""baselines"": [], ""is_requirement"": true}"
SC-42.5,Collection Minimization,Employ sensors that are configured to minimize the collection of information about individuals that is not needed.,SC-42,"{""baselines"": [], ""is_requirement"": true}"
SC-43,Usage Restrictions,"Establish usage restrictions and implementation guidelines for the following system components: components ; and Authorize, monitor, and control the use of such components within the system.",SC,"{""baselines"": [], ""is_requirement"": true}"
SC-44,Detonation Chambers,"Employ a detonation chamber capability within system, system component, or location.",SC,"{""baselines"": [], ""is_requirement"": true}"
SC-45,System Time Synchronization,Synchronize system clocks within and between systems and system components.,SC,"{""baselines"": [], ""is_requirement"": true}"
SC-45.1,Synchronization with Authoritative Time Source,Compare the internal system clocks frequency with authoritative time source ; and Synchronize the internal system clocks to the authoritative time source when the time difference is greater than time period.,SC-45,"{""baselines"": [], ""is_requirement"": true}"
